Geneid,Reference_1,Reference_2,Test_1,Test_2
b3749,4.723605321,4.95699457,5.014197292,5.148487334
b3750,5.825939995,5.500637786,6.006050486,6.113784819
b3751,7.356343867,7.250805777,7.466226868,7.443776709
b3752,6.096147298,6.120593614,6.04333099,5.929808147
b3753,4.01365015,4.118693313,4.147365424,4.055628448
b3754,3.877486522,3.50256524,3.476282954,3.578094428
b3755,6.819343942,6.60532071,6.02103562,6.225459298
b4480,5.625336757,5.778566561,5.328002235,5.419313003
b3764,9.985745567,9.884755686,9.635121641,9.721625798
b3765,1.906056974,2.646645792,2.206780564,2.567021393
b3766,11.2046141,10.22093797,10.95848143,11.40251225
b4669,7.18221734,7.658726099,7.811851403,8.820854606
b4488,8.994221819,9.131027795,9.763680179,9.734239565
b3769,6.218337354,6.093085107,7.362804951,7.343037109
b3770,8.283680575,8.283669458,8.517677767,8.492609948
b3771,6.752827947,7.030322683,6.974484453,7.003038917
b3772,6.346904217,6.633211283,6.211737009,6.221887237
b3773,3.371560484,3.60771907,3.782551754,3.557654576
b3774,11.64228985,11.74016852,12.69195959,12.67780955
b3775,7.884803751,7.821965375,7.021860337,7.060275685
b3777,4.697463261,4.357315502,4.358291905,4.519211955
b3778,5.668340861,5.808510652,5.524733508,5.529984691
b3779,7.446007984,7.420209993,7.079375081,7.13629055
b3780,8.742549387,8.829717856,8.764885376,8.729541236
b3781,10.74810556,10.43721127,10.02022948,10.0647318
b3782,9.793928554,9.599658281,10.43893215,10.33970832
b3783,9.824240597,9.854288565,9.662790609,9.595409323
b3784,7.166380268,7.320244118,6.82151519,6.779701622
b3785,6.728807529,6.67311734,6.446244496,6.542392895
b3786,6.82073291,7.053132129,6.60805864,6.610529683
b3787,6.503732276,6.534321191,6.159660454,6.29692476
b3788,6.094015977,6.233388966,6.230899022,6.202755288
b3789,5.821111302,5.96005794,5.704941227,5.882784829
b3790,5.387699743,5.714381927,5.399100751,5.5344879
b3791,6.145034366,6.304946948,5.974400116,5.917204166
b3792,4.736499148,4.806876856,4.577761622,4.495716028
b4481,5.577367807,5.506675477,5.087936809,5.212321087
b3793,4.123801107,4.242702281,4.115802031,4.250686535
b3794,5.447598885,5.40996466,5.075410485,5.383105708
b3795,6.524619977,6.438247798,6.42927864,6.46372759
b3800,1.889531559,1.938476583,1.725774769,1.701093977
b3801,3.047646175,2.876462312,2.874931598,2.822825238
b3802,6.949830041,6.986278322,7.021528639,7.070491347
b3803,6.740605243,6.846163478,6.918392672,6.933669078
b3804,6.37324828,6.477302461,6.918966823,6.813900781
b3805,7.184497005,7.376339069,6.935877591,6.899583959
b3806,8.242222892,8.339752204,8.245978716,8.175460232
b3807,6.826469009,6.463805564,6.43232251,6.437826665
b3808,2.622888482,1.837212492,2.190017626,2.374166942
b4558,7.942695152,8.040972006,8.513766729,8.503900112
b3809,6.560977125,6.65886289,6.142357913,6.419326743
b3810,6.147585808,6.428572679,6.355040735,6.440739218
b3811,6.930231763,6.963500304,6.652369622,6.714912792
b3812,6.758292465,6.634756032,6.621450069,6.601910375
b3813,6.241499148,6.370730711,6.45448794,6.355001098
b4482,2.591266011,2.850395909,2.200117067,1.631644097
b3816,6.993158731,6.982440558,7.108478659,7.05546595
b3817,2.745074509,2.919277687,2.991187829,2.598510982
b3818,0.908871225,0.728109709,1.65023911,0.357183626
b3819,4.543987856,4.730354949,4.513235617,4.484286319
b3820,6.92765729,6.883138639,6.902345718,6.952006438
b3821,6.530876308,6.695339672,6.826773261,6.633676125
b3822,6.080840435,6.121233377,6.256988852,6.281581884
b3823,6.30996825,6.530235386,5.988586633,6.0551607
b3824,5.912309128,5.704610156,5.727858434,5.700902468
b3825,6.836047246,6.712988695,6.763388613,6.718517308
b3826,6.139572895,6.476626788,6.270056741,6.16362554
b3827,4.191805934,4.605492946,4.41769112,4.545827312
b3828,6.520012195,6.535445134,7.030460079,7.064321223
b3829,12.01660902,12.28047334,13.13732264,13.08487478
b3830,7.663928966,7.547303021,7.5745561,7.711180034
b3831,8.147609119,8.152760758,7.942706598,7.880875715
b3832,4.030016091,3.989842029,4.650215433,4.567453618
b3833,8.220164038,8.245013293,8.034111731,8.063106188
b3834,7.059813646,7.113105576,7.094334279,7.013752555
b3835,6.172113772,6.042842492,6.061737072,6.053525892
b3836,8.595250899,8.373762755,8.926435895,8.875167692
b3838,8.51495607,8.730105857,8.611320634,8.566575083
b3839,7.382729985,7.441771738,7.080820897,7.162850268
b4483,5.470618152,5.410271806,5.350799409,5.180590429
b3842,6.411119786,6.192169912,6.470830326,6.361135792
b3843,7.339064523,7.369805979,7.351131685,7.373076094
b3844,7.611504028,7.582058955,7.676528248,7.574923225
b3845,4.675798162,4.854678822,4.321201648,4.357110785
b3846,4.668338486,4.554517783,4.353489346,4.51388105
b3847,7.638830336,7.763642892,7.801910497,7.791631243
b3848,6.084729384,5.935225035,6.151004336,6.053919757
b3849,5.725920108,5.819312065,5.855356369,5.797570965
b3850,6.488551742,6.609633679,6.614892722,6.498076027
b3856,4.533798643,4.625565146,4.342856457,4.529542543
b3857,5.327368897,5.20608875,5.499135207,5.50650319
b3858,7.628618896,6.723522457,7.620611392,7.502776919
b3859,7.110592107,7.12268261,6.797306491,6.890676173
b3860,8.991334169,9.011192558,8.788698973,8.84020174
b3861,1.460686017,1.631054131,1.712754165,1.824983437
b3862,4.157306448,4.203583253,4.063643361,3.93919961
b3863,6.611110582,6.729133665,6.635571655,6.637824178
b3865,7.223294936,7.166314487,7.208682559,7.203873833
b3866,8.195102288,8.169401481,8.126320676,8.143893014
b3867,7.143742652,7.219103055,6.631631631,6.560707303
b4686,8.039265287,8.242885727,8.718703316,8.978246799
b3868,6.659208063,6.791837966,6.210193439,6.108825914
b3869,7.215236665,7.297023736,6.66678333,6.674113113
b3870,11.1752041,11.19164245,10.55114065,10.48354564
b3871,9.814287818,9.781526053,9.65985966,9.654261765
b3872,3.618977732,3.808980087,3.029163893,3.260115105
b3873,3.711444698,3.754134307,3.250134822,3.360910855
b3874,2.059789657,1.367650312,1.991695075,1.638573695
b3875,0.568009518,1.058486034,1.020711726,1.257023316
b3876,1.050783891,1.278074695,1.062315433,1.42068916
b3877,1.218354138,1.178365482,1.541440876,1.588712555
b3878,1.047482778,0.690575709,1.433075742,1.176992903
b3879,1.391266977,1.659231086,1.677031184,1.322495137
b3880,2.734085125,2.593234599,2.870893502,2.916369421
b3881,2.015448258,2.046135575,2.199260737,2.291746974
b3882,1.608867399,1.080886647,1.658844034,1.282060849
b3883,2.500641549,2.717359166,2.763739668,2.848944682
b3884,5.47215513,5.758657014,5.712868372,5.709760681
b3885,6.011847124,6.318062285,5.933081497,6.191166971
b3886,5.391653743,5.504856079,5.329303763,5.609247098
b3887,6.636259693,6.590409106,6.723201023,6.85308391
b3888,6.040999372,6.336897095,6.34256968,6.400248283
b3889,0,1.715518457,0,0.574081019
b3890,3.72398803,3.87822297,3.604435911,3.724456164
b3891,6.687964049,7.064540932,6.669136537,6.694088958
b3892,5.230255885,5.216455548,5.204621708,5.235992711
b3893,4.74060195,4.726954971,4.585698644,4.369871361
b3894,6.81807979,6.896391742,6.026122315,5.972978104
b3895,5.436151366,5.445771828,5.289356373,5.28017339
b3896,2.21449539,1.941934473,1.996496387,1.862053874
b3897,1.225392379,1.653087693,1.330133328,1.733546975
b3898,2.466435932,2.671579419,2.548589806,2.631495457
b3899,1.320065579,1.249772229,1.424216251,1.17192737
b3900,0.805705953,1.083437002,0.541775564,1.284908533
b3901,0.614214621,1.371851898,0.978286607,1.013890099
b3902,1.861686754,1.145790981,1.941038011,1.425759445
b3903,1.374162234,1.256722301,1.342571833,1.603453072
b3904,0.750486482,1.131602136,0.759535855,0.905911161
b3905,1.998565693,2.454789269,2.394927313,1.88181383
b3906,1.249981263,1.468630417,0.87959615,1.329304124
b3907,2.662278356,2.81586267,2.636027172,2.696182204
b3908,11.52882079,11.52945545,11.57218723,11.54015937
b3909,3.221093064,2.720711964,2.870794871,2.84799738
b3910,5.893615945,5.831660312,5.970887227,6.06529637
b3911,6.731276041,6.826506612,6.638089115,6.761538025
b3912,8.098713727,8.131625613,7.909468065,7.94606513
b4484,6.867774128,6.824343513,6.89883619,6.814011685
b3915,6.866787792,7.044526507,6.676648498,6.91261582
b3916,8.794516368,8.829713953,8.736894986,8.771180942
b3917,6.307161892,6.390015245,6.771388396,6.842156841
b3918,4.624186655,4.97439888,4.755139633,4.572512026
b3919,10.34224679,10.49459368,10.30734406,10.28495335
b3920,6.309160311,6.355266595,6.179389684,6.325591467
b3921,4.951775376,4.903267401,5.038941394,4.87755502
b3922,7.109424611,7.140204607,7.770220055,7.814120072
b3923,7.557978524,7.354571831,7.80402829,7.859709424
b3924,7.31898405,7.294880779,7.895635781,7.943425717
b3925,5.603580824,5.903989454,5.642898061,5.721618822
b3926,4.498477197,4.701991351,4.814369797,4.793904866
b3927,2.707764388,2.276008202,2.836061465,2.769705353
b3928,10.02907242,9.803620057,9.391010114,9.56780989
b3929,8.362665513,8.502992732,8.512013764,8.537787348
b3930,5.239933619,5.336007891,5.395640331,5.35576458
b3931,7.895343905,7.886644585,8.418482737,8.374247042
b3932,7.134144855,7.167121426,7.952430043,7.974682514
b3933,7.393846967,7.449372748,7.434628186,7.4797326
b3934,6.26854265,6.364942479,6.27513604,6.149711805
b3935,5.183941515,5.462949508,5.13312435,5.083334803
b3936,11.17765557,10.59241686,10.94633725,11.14192762
b3937,5.369932668,5.640182957,5.085372449,5.182918973
b3938,8.741071606,8.899756912,8.879323988,8.796393473
b3939,7.352497004,7.462378616,8.040272681,8.190483408
b3940,7.028166889,7.202470187,7.492719575,7.566420169
b3941,9.135904659,9.099052187,9.224558114,9.222606529
b3942,8.190440227,8.349231866,6.945166537,7.06335938
b3943,3.593521637,3.622769479,3.30481732,3.266630726
b3944,1.661803949,1.146750226,1.862840525,1.775962671
b3945,3.825212673,3.995707868,4.122968399,3.958131789
b3946,2.817971066,2.814742047,2.526776741,2.546724034
b3947,0.952668743,1.631932387,1.097579876,1.438898021
b3949,0.695262081,1.109651641,0.557373983,1.063597417
b3950,1.029706433,0.831205541,1.687648623,2.000319715
b3951,2.11984556,2.298140827,2.226239232,2.197346788
b3952,1.628589306,1.581017051,1.96241157,2.218147639
b3953,1.784137859,1.972806723,1.992207046,1.808864271
b3954,4.982313439,5.057091421,4.699747662,4.390544617
b3955,7.224683915,7.343459078,7.222927463,7.143263467
b3956,9.830347203,10.00649137,9.38318022,9.302145064
b3957,8.113836886,8.253493639,8.384468811,8.342534358
b3958,8.395977626,8.535544539,8.433852498,8.393430114
b3959,7.89153625,7.936626104,8.193889289,8.169588839
b3960,8.151036368,8.235321541,8.071871253,8.075882431
b3961,7.725896661,7.942147232,7.69696848,7.656580253
b3962,8.113768914,8.156795547,7.659505975,7.485694408
b3963,7.230319851,7.475985221,7.407355596,7.423269902
b3964,6.882945563,6.887703697,7.30155022,7.259486692
b3965,7.085720264,7.117820893,6.934185785,6.943682847
b3966,6.592524544,6.745257765,6.651686208,6.607796322
b3967,6.665914875,6.63282458,6.312427565,6.134092358
b3972,6.565951578,6.5334942,6.594347472,6.55921059
b3973,5.422269443,5.611753289,5.322500224,5.536907664
b3974,6.78584652,6.817309392,6.478207742,6.519044788
b3980,10.56837612,10.77409935,10.12377759,9.966380564
b3981,9.457864184,9.359525569,9.297272688,9.249415533
b3982,9.670924847,9.690015171,9.210434303,9.206169576
b3983,11.86780942,11.94179174,11.59034609,11.62891947
b3984,12.04256004,12.12114614,11.73721256,11.72663041
b3985,13.15156455,13.2361597,12.82471084,12.79179222
b3986,12.89996798,12.94478081,12.29901459,12.30846054
b3987,9.926220308,10.0686462,9.83927969,9.839018855
b3988,9.949003555,9.983241064,9.818943002,9.851386193
b3989,4.220839809,4.143578641,3.789436948,3.688449196
b3990,8.6958207,8.769453372,9.185979886,9.16017008
b3991,8.746386398,8.890650654,9.164232935,9.127227052
b4407,8.105760224,8.121480161,8.749010508,8.794533995
b3992,8.58082567,8.756268175,9.11015289,9.054656507
b3993,8.750787924,8.932639127,9.136602493,9.068777049
b3994,9.552517777,9.70171313,9.737267661,9.69301459
b3995,8.127377126,8.090706879,8.314399023,8.232556624
b3996,6.512303887,6.594710446,6.740695957,6.77548177
b3997,7.019250127,7.102733571,7.004507462,7.066744775
b3998,6.47278529,6.691439438,6.623790076,6.744635459
b3999,7.376760025,7.178810541,7.123115203,7.239684747
b4000,11.28316883,11.25148747,11.76688721,11.78429237
b4001,5.788813007,5.816121556,5.192361968,5.505977513
b4002,2.513300048,2.510196627,2.197465016,2.092959426
b4003,2.120467243,2.543626677,2.464022909,2.294131653
b4004,2.367523054,2.607110051,3.039324506,3.018483604
b4005,8.083937906,8.43915778,7.957855709,8.023471909
b4006,8.641650152,8.727891863,8.664032378,8.635745191
b4011,1.454933723,2.089733099,1.373848669,0.639191733
b4012,4.103554902,4.590728705,3.379381435,3.784116241
b4013,8.817951256,8.857500331,9.437875165,9.433880974
b4014,11.20231575,11.2926331,10.80796625,10.74008918
b4015,11.32584583,11.42609668,10.72598123,10.67769204
b4016,8.41986992,8.333307651,7.800288058,7.765465824
b4017,1.338473433,1.314250919,0.914530523,0.948495152
b4018,7.186709918,7.315185537,6.866558442,6.893961405
b4019,7.781668003,7.944633573,7.525205218,7.507801076
b4020,5.108403356,5.291337634,4.545039031,4.636465032
b4021,3.957657924,4.143578641,4.25988973,3.932711545
b4022,6.354247185,6.620730362,6.276927166,6.227453389
b4023,7.691797907,7.444235292,7.403261263,7.499481276
b4024,9.973776675,9.977990199,10.07660562,10.04733563
b4025,9.299661326,9.346498934,9.412976408,9.448027397
b4026,4.388968463,4.624881404,5.19499736,5.161738082
b4027,1.361627132,1.564170261,1.46127234,1.419531462
b4028,1.092642945,1.012013455,1.482505233,1.292954244
b4029,2.803060019,2.895439275,2.761391034,2.883629437
b4620,2.924338511,2.454789269,3.232248135,2.58186614
b4030,5.684768089,5.425927442,6.631474154,6.521768931
b4031,1.491714538,1.75375656,1.962934647,1.822939212
b4032,4.290966672,4.06348996,4.269923687,4.311769609
b4033,4.638856801,4.825722141,4.26774733,4.320604495
b4034,7.06531846,7.308362157,6.941064498,6.781473737
b4035,5.388731804,5.467751869,5.193665331,5.143006243
b4036,6.351547657,6.258100447,6.212374235,6.040226175
b4037,5.880300731,6.018332755,5.854211339,5.839123178
b4038,0.50890349,0.211884272,0.402883152,0.55962963
b4039,6.863945005,6.741089554,6.934218659,6.873730849
b4040,5.878542738,5.822243134,6.157023698,6.181890039
b4041,7.1606166,7.25824373,7.363876049,7.274184501
b4042,7.087580875,7.107675255,6.67291874,6.755309826
b4043,7.447017076,7.328772328,8.159951083,8.201273108
b4044,3.418391063,3.736005127,3.937332835,4.01806371
b4045,5.484936252,4.886767711,6.945275894,6.92828537
b4046,6.263285604,6.415163377,5.990470554,5.864173044
b4047,0,0,0.484873262,0.50561846
b4048,0.959406394,1.042507928,0.897818271,0.812188518
b4049,6.11118859,6.071748775,6.04790795,6.266683718
b4050,2.539985881,2.619736804,3.622709721,3.915970074
b4051,6.569138543,6.6890298,7.061865745,7.088468011
b4052,7.405949592,7.391624454,7.086976344,6.994728418
b4053,6.315342976,6.472024658,6.160871597,6.120590808
b4054,8.354802753,8.605766545,8.3839623,8.327321108
b4621,0,1.154485473,0.584316654,0
b4055,4.019640064,4.097087333,4.256897184,4.367193098
b4056,6.941056059,7.035131914,7.617803233,7.476565417
b4057,6.398401009,6.398681194,6.317435431,6.502119395
b4058,6.398860536,6.587289487,6.982142689,6.972530307
b4059,8.207051457,8.215408956,7.788159423,7.87158115
b4060,5.810783398,5.188921824,5.886448981,5.817969402
b4061,4.005754501,4.080468396,3.990149985,3.829725371
b4062,6.599506375,6.500594939,8.185786878,8.207830878
b4063,3.267318953,4.143578641,3.605503324,4.154033347
b4064,6.704304591,6.65886289,6.202854639,6.253961804
b4065,5.243384454,5.384608221,5.48048394,5.455409934
b4066,0.601391591,0.471836712,0.558446273,0.581752734
b4067,4.332672408,4.522289202,4.318512066,4.089354852
b4068,5.105830652,5.429036054,5.100456245,4.965353945
b4069,6.883675583,7.034525569,6.707731335,6.626412298
b4070,3.155588596,2.961264661,2.412521455,2.490037758
b4071,1.615382628,1.866595224,1.813580878,1.937918468
b4072,1.454933723,1.081735368,1.495174746,1.080598117
b4073,1.152397037,1.360708724,1.118253126,0.740750272
b4074,1.143553829,0.810492156,0.846556284,0.928442656
b4075,0.903593511,1.203312222,1.514439639,1.691456182
b4076,1.084147283,1.629826325,1.017030504,2.139589483
b4077,4.812480967,5.02668318,4.439503366,4.37806201
b4078,6.67973851,6.969611569,6.703096448,6.732341368
b4079,3.454465764,3.382898853,3.441461301,3.493733295
b4080,0.846164076,1.435594182,1.656507876,0.728256387
b4081,0.724010099,0.981928219,0.882756206,0.746807682
b4082,0.216603101,0.313081614,1.12727273,0.390820013
b4622,0.683218676,0,0.797542633,0
b4083,0.81361102,0.911937049,0.780786959,0.978250629
b4084,2.592952675,3.092599021,2.899616334,2.705803802
b4085,2.275953787,2.082100731,2.543424939,2.638897766
b4086,1.016137338,0.594468753,0.872385478,1.137602332
b4087,0.627854144,0.860578757,1.044848607,0.703424715
b4088,2.708603337,2.941180741,2.637783154,2.819780799
b4089,5.61015715,5.756342614,5.628585449,5.50227415
b4090,3.010535571,3.134438729,2.735318113,2.334401443
b4487,4.603099846,4.522289202,4.593992619,4.991505201
b4092,4.552539177,4.791397953,4.428521457,4.781943276
b4093,4.762008829,4.778673301,4.650724104,5.096629126
b4094,2.742534012,2.673284242,3.053460732,2.947376813
b4095,1.304712443,0.526023052,1.434132789,1.152998775
b4096,0.316712618,0,0.805616979,1.07051173
b4097,0.526591981,0,0.619955371,0.64530186
b4098,0.480492988,0.373668329,0.881929589,0.707148903
b4099,0.957431064,0.769388022,1.102827828,0.680769962
b4100,0.362637885,0,0.23158584,0.937193838
b4101,0.453171783,0,0.535780719,0.305997235
b4102,0.298978504,0.756185882,0.506827028,0.79670769
b4583,0,0.376412302,0.571084817,0.711805282
b4105,1.104796771,1.156827519,1.586503621,1.533246843
b4106,0.885609333,0,0.928827288,1.466502936
b4107,5.541013791,5.507866677,6.120952389,6.087787272
b4108,7.18773083,7.396494129,7.044030903,6.897007383
b4109,3.55154134,3.442863746,3.454489068,3.304991128
b4110,2.661147172,2.473189824,2.688538901,2.695867897
b4111,7.924364501,7.882464148,7.628489292,7.661991312
b4703,5.777907116,4.538063725,4.979975626,5.670956135
b4112,4.353527034,4.418510566,4.690014342,4.545181421
b4113,5.569249242,5.317655128,5.604602056,5.656385656
b4114,2.312057067,2.761545839,2.834729102,2.857985292
b4115,2.043924894,1.611759696,1.575022535,1.505817749
b4116,2.307163723,1.983350369,2.324913139,1.875295449
b4117,2.034177936,2.069738988,2.457151907,2.352111676
b4118,4.24971938,4.398224869,3.950077509,4.203709405
b4119,3.069919661,3.327406274,3.366659283,3.178085333
b4120,2.653163139,3.0376362,2.304467389,2.443827741
b4121,4.54166523,4.586546879,4.543053936,4.631383968
b4122,2.503149054,2.997396685,1.513707443,1.392122362
