regulator,gene_id,effect
crp,b3608,+
crp,b3609,+
crp,b3666,+
crp,b3667,+-
crp,b3668,+-
crp,b3669,+-
crp,b3670,+-
crp,b3671,+-
crp,b3672,+-
crp,b3708,+-
crp,b3709,+
crp,b3721,+
crp,b3722,+
crp,b3723,+
crp,b3748,+-
crp,b3749,+-
crp,b3750,+-
crp,b3751,+-
crp,b3752,+
crp,b3753,+
crp,b3781,-
crp,b3806,-
crp,b3830,+
crp,b3831,+-
crp,b3832,-
crp,b3868,+-
crp,b3869,+-
crp,b3870,+-
crp,b3892,+-
crp,b3893,+-
crp,b3894,-
crp,b3902,+
crp,b3903,+
crp,b3904,+
crp,b3905,+
crp,b3906,+
crp,b3907,+
crp,b3908,+
crp,b3925,+
crp,b3926,+
crp,b3927,+
crp,b3934,+-
crp,b3961,+
crp,b4000,+
crp,b4003,+
crp,b4004,+
crp,b4014,-
crp,b4015,-
crp,b4016,-
crp,b4030,-
crp,b4032,+-
crp,b4033,+-
crp,b4034,+-
crp,b4035,+-
crp,b4036,+-
crp,b4037,+-
crp,b4067,+
crp,b4068,+
crp,b4069,+
crp,b4111,+-
crp,b4118,+-
crp,b4119,+
crp,b4120,+
crp,b4122,+
crp,b4123,+
crp,b4124,+
crp,b4138,+
crp,b4139,+-
crp,b4172,-
crp,b4173,-
crp,b4174,-
crp,b4175,-
crp,b4193,+
crp,b4195,+
crp,b4196,+
crp,b4197,+
crp,b4198,+
crp,b4200,+
crp,b4201,+
crp,b4202,+
crp,b4203,+
crp,b4213,+-
crp,b4214,+
crp,b4233,+
crp,b4239,-
crp,b4240,-
crp,b4264,+
crp,b4265,+
crp,b4266,+
crp,b4267,+
crp,b4268,+
crp,b4287,+
crp,b4288,+
crp,b4289,+
crp,b4290,+
crp,b4291,+
crp,b4306,+-
crp,b4307,+-
crp,b4309,+
crp,b4310,+
crp,b4311,+
crp,b4321,+
crp,b4322,+
crp,b4323,+
crp,b4324,+
crp,b4354,+
crp,b4357,+
crp,b4376,+-
crp,b4379,+-
crp,b4380,-
crp,b4381,+-
crp,b4382,+-
crp,b4383,+-
crp,b4384,+-
crp,b4406,-
crp,b4428,-
crp,b4460,+
crp,b4467,+-
crp,b4468,+-
crp,b4471,+
crp,b4476,+
crp,b4512,-
crp,b4568,+
csgD,b0237,-
csgD,b0382,+
csgD,b0385,+
csgD,b0964,+
csgD,b1003,+
csgD,b1004,+
csgD,b1037,+
csgD,b1038,+
csgD,b1039,+
csgD,b1040,+
csgD,b1042,+
csgD,b1070,-
csgD,b1071,-
csgD,b1920,-
csgD,b1921,-
csgD,b1922,-
csgD,b1937,-
csgD,b1938,-
csgD,b1939,-
csgD,b1940,-
csgD,b1941,-
csgD,b1942,-
csgD,b1943,-
csgD,b3156,-
csgD,b3157,-
csgD,b3661,+
csiR,b2659,-
csiR,b2660,-
csiR,b2661,-
csiR,b2662,-
csiR,b2663,-
cspA,b1237,+
cspA,b2231,+
cueR,b0123,+
cueR,b0484,+
cueR,b0781,-
cueR,b0782,-
cueR,b0783,-
cueR,b0784,-
cueR,b0785,-
cusR,b0428,+
cusR,b0429,+
cusR,b0430,+
cusR,b0431,+
cusR,b0432,+
cusR,b0570,+
cusR,b0571,+
cusR,b0572,+
cusR,b0573,+
cusR,b0574,+
cusR,b0575,+
cusR,b1970,+
cynR,b0338,-
cynR,b0339,+
cynR,b0340,+
cynR,b0341,+
cysB,b0365,+
cysB,b0366,+
cysB,b0367,+
cysB,b0368,+
cysB,b0602,+
cysB,b0933,-
cysB,b0934,-
cysB,b0935,-
cysB,b0936,-
cysB,b0937,-
cysB,b1275,-
cysB,b1287,+
cysB,b1379,-
cysB,b1535,+
cysB,b1729,+
cysB,b1810,+
cysB,b1920,+
cysB,b1987,+
cysB,b2414,+
cysB,b2421,+
cysB,b2422,+
cysB,b2423,+
cysB,b2424,+
cysB,b2425,+
cysB,b2750,+
cysB,b2751,+
cysB,b2752,+
cysB,b2762,+
cysB,b2763,+
cysB,b2764,+
cysB,b2852,+
cytR,b0411,-
cytR,b1036,-
cytR,b2143,-
cytR,b2393,-
cytR,b2964,-
cytR,b3363,-
cytR,b3461,-
cytR,b3831,-
cytR,b3934,-
cytR,b4381,-
cytR,b4382,-
cytR,b4383,-
cytR,b4384,-
dcuR,b0619,+
dcuR,b0620,+
dcuR,b3528,+
dcuR,b4122,+
dcuR,b4123,+
dcuR,b4151,+
dcuR,b4152,+
dcuR,b4153,+
dcuR,b4154,+
deoR,b0411,-
deoR,b2964,-
deoR,b4381,-
deoR,b4382,-
deoR,b4383,-
deoR,b4384,-
dhaR,b1198,+
dhaR,b1199,+
dhaR,b1200,+
dhaR,b1201,-
dinJ;yafQ,b0225,-
dinJ;yafQ,b0226,-
dinJ;yafQ,b0623,-
dnaA,b1415,-
dnaA,b2234,+-
dnaA,b2235,+-
dnaA,b2236,+-
dnaA,b2507,-
dnaA,b2508,-
dnaA,b3461,-
dnaA,b3700,+-
dnaA,b3701,+-
dnaA,b3702,+-
dnaA,b3863,+
dpiA,b0564,-
dpiA,b0615,+
dpiA,b0618,+
dpiA,b0619,+
dpiA,b0620,+
dpiA,b3093,+
dpiA,b3236,+
dsdC,b2364,-
dsdC,b2365,+
dsdC,b2366,+
envR,b0462,-
envR,b0463,-
envY,b0929,+
envY,b2215,+
evgA,b1499,+
evgA,b1501,+
evgA,b2085,+
evgA,b2367,+
evgA,b2368,+
evgA,b2369,+
evgA,b2370,+
evgA,b2371,+
evgA,b2372,+
evgA,b2373,+
evgA,b2374,+
evgA,b2375,+
evgA,b2470,+
evgA,b3512,+
evgA,b3513,+
evgA,b3514,+
exuR,b1521,-
exuR,b3091,-
exuR,b3092,-
exuR,b3093,-
exuR,b3094,-
exuR,b4322,-
exuR,b4323,-
exuR,b4324,-
exuR,b4357,-
fabR,b0954,-
fabR,b2323,-
fadR,b0185,+
fadR,b0221,-
fadR,b0443,-
fadR,b0954,+
fadR,b1091,+
fadR,b1092,+
fadR,b1093,+
fadR,b1187,+
fadR,b1288,+
fadR,b1805,-
fadR,b2316,+
fadR,b2323,+
fadR,b2341,-
fadR,b2342,-
fadR,b2344,-
fadR,b3081,-
fadR,b3255,+
fadR,b3256,+
fadR,b3495,-
fadR,b3845,-
fadR,b3846,-
fadR,b4018,+
feaR,b1385,+
feaR,b1386,+
fecI,b4287,+
fecI,b4288,+
fecI,b4289,+
fecI,b4290,+
fecI,b4291,+
fhlA,b2482,+
fhlA,b2484,+
fhlA,b2486,+
fhlA,b2487,+
fhlA,b2489,+
fhlA,b2491,+
fhlA,b2492,+
fhlA,b2712,+
fhlA,b2713,+
fhlA,b2717,+
fhlA,b2718,+
fhlA,b2719,+
fhlA,b2720,+
fhlA,b2721,+
fhlA,b2722,+
fhlA,b2723,+
fhlA,b2724,+
fhlA,b2725,+
fhlA,b2726,+
fhlA,b2727,+
fhlA,b2728,+
fhlA,b2729,+
fhlA,b2730,+
fhlA,b2731,+
fhlA,b4079,+
fis,b0032,+
fis,b0033,+
fis,b0049,+
fis,b0050,+
fis,b0051,+
fis,b0052,+
fis,b0116,+
fis,b0118,-
fis,b0405,+
fis,b0428,+
fis,b0429,+
fis,b0430,+
fis,b0431,+
fis,b0432,+
fis,b0440,-
fis,b0809,-
fis,b0812,-
fis,b0894,-
fis,b0895,-
fis,b0896,-
fis,b0903,-
fis,b0945,-
fis,b0972,-
fis,b0973,-
fis,b0974,-
fis,b0975,-
fis,b0976,-
fis,b0977,-
fis,b0999,-
fis,b1000,-
fis,b1101,+-
fis,b1109,+-
fis,b1182,-
fis,b1223,-
fis,b1224,-
fis,b1225,-
fis,b1226,-
fis,b1227,-
fis,b1237,+
fis,b1241,+
fis,b1274,+-
fis,b1335,-
fis,b1421,+
fis,b1480,+
fis,b1492,-
fis,b1493,-
fis,b1530,+
fis,b1531,+
fis,b1552,-
fis,b1566,+
fis,b1732,-
fis,b1739,-
fis,b1796,-
fis,b1797,-
fis,b2148,-
fis,b2149,-
fis,b2231,-
fis,b2234,+
fis,b2235,+
fis,b2236,+
fis,b2239,+
fis,b2240,+
fis,b2241,+
fis,b2242,+
fis,b2243,+
fis,b2276,+
fis,b2277,+
fis,b2278,+
fis,b2279,+
fis,b2280,+
fis,b2281,+
fis,b2282,+
fis,b2283,+
fis,b2284,+
fis,b2285,+
fis,b2286,+
fis,b2287,+
fis,b2288,+
fis,b2400,-
fis,b2507,-
fis,b2508,-
fis,b2579,+
fis,b2781,+
fis,b2782,+
fis,b2783,+
fis,b2912,+-
fis,b2957,-
fis,b2980,-
fis,b3073,?
fis,b3164,+
fis,b3165,+
fis,b3166,+
fis,b3167,+
fis,b3168,+
fis,b3169,+
fis,b3170,+
fis,b3221,-
fis,b3222,-
fis,b3223,-
fis,b3224,-
fis,b3225,-
fis,b3230,-
fis,b3231,-
fis,b3260,-
fis,b3261,-
fis,b3357,-
fis,b3365,-
fis,b3366,-
fis,b3367,-
fis,b3368,-
fis,b3516,-
fis,b3517,-
fis,b3556,+
fis,b3566,-
fis,b3567,-
fis,b3568,-
fis,b3569,-
fis,b3588,-
fis,b3599,-
fis,b3600,-
fis,b3601,-
fis,b3699,-
fis,b3721,-
fis,b3722,-
fis,b3723,-
fis,b3845,+
fis,b3846,+
fis,b3868,+
fis,b3869,+
fis,b3870,+
fis,b3965,+
fis,b3980,+
fis,b4000,+
fis,b4032,+
fis,b4033,+
fis,b4034,+
fis,b4067,-
fis,b4068,-
fis,b4069,-
fis,b4070,-
fis,b4071,-
fis,b4072,-
fis,b4073,-
fis,b4074,-
fis,b4076,-
fis,b4111,+
fis,b4122,-
fis,b4219,-
fis,b4376,-
fis,b4381,+
fis,b4382,+
fis,b4383,+
fis,b4384,+
flhD;flhC,b0652,+
flhD;flhC,b0653,+
flhD;flhC,b0654,+
flhD;flhC,b0655,+
flhD;flhC,b1070,+
flhD;flhC,b1071,+
flhD;flhC,b1072,+
flhD;flhC,b1073,+
flhD;flhC,b1074,+
flhD;flhC,b1075,+
flhD;flhC,b1076,+
flhD;flhC,b1077,+
flhD;flhC,b1078,+
flhD;flhC,b1079,+
flhD;flhC,b1080,+
flhD;flhC,b1081,+
flhD;flhC,b1082,+
flhD;flhC,b1083,+
flhD;flhC,b1194,+
flhD;flhC,b1878,+
flhD;flhC,b1879,+
flhD;flhC,b1880,+
flhD;flhC,b1904,+
flhD;flhC,b1920,+
flhD;flhC,b1921,+
flhD;flhC,b1922,+
flhD;flhC,b1924,+
flhD;flhC,b1925,+
flhD;flhC,b1926,+
flhD;flhC,b1937,+
flhD;flhC,b1938,+
flhD;flhC,b1939,+
flhD;flhC,b1940,+
flhD;flhC,b1941,+
flhD;flhC,b1942,+
flhD;flhC,b1943,+
flhD;flhC,b1944,+
flhD;flhC,b1945,+
flhD;flhC,b1946,+
flhD;flhC,b1947,+
flhD;flhC,b1948,+
flhD;flhC,b1949,+
flhD;flhC,b1950,+
flhD;flhC,b2148,-
flhD;flhC,b2149,-
flhD;flhC,b2150,-
flhD;flhC,b2194,+
flhD;flhC,b2195,+
flhD;flhC,b2196,+
flhD;flhC,b2197,+
flhD;flhC,b2199,+
flhD;flhC,b2200,+
flhD;flhC,b2201,+
flhD;flhC,b2202,+
flhD;flhC,b2203,+
flhD;flhC,b2204,+
flhD;flhC,b2205,+
flhD;flhC,b2206,+
flhD;flhC,b2207,+
flhD;flhC,b2208,+
flhD;flhC,b2241,+
flhD;flhC,b2242,+
flhD;flhC,b2243,+
flhD;flhC,b2712,+
flhD;flhC,b2713,+
flhD;flhC,b2737,+
flhD;flhC,b2822,+
flhD;flhC,b2823,+
flhD;flhC,b2825,+
flhD;flhC,b2826,+
flhD;flhC,b3236,-
flhD;flhC,b3525,+
flhD;flhC,b4070,+
flhD;flhC,b4071,+
flhD;flhC,b4072,+
flhD;flhC,b4073,+
flhD;flhC,b4074,+
flhD;flhC,b4076,+
fliA,b0154,+
fliA,b0250,+
fliA,b0763,+
fliA,b0764,+
fliA,b0765,+
fliA,b1070,+
fliA,b1071,+
fliA,b1082,+
fliA,b1083,+
fliA,b1194,+
fliA,b1207,+
fliA,b1208,+
fliA,b1209,+
fliA,b1243,+
fliA,b1244,+
fliA,b1245,+
fliA,b1246,+
fliA,b1247,+
fliA,b1421,+
fliA,b1566,+
fliA,b1742,+
fliA,b1760,+
fliA,b1881,+
fliA,b1882,+
fliA,b1883,+
fliA,b1884,+
fliA,b1885,+
fliA,b1886,+
fliA,b1887,+
fliA,b1888,+
fliA,b1889,+
fliA,b1890,+
fliA,b1915,+
fliA,b1920,+
fliA,b1921,+
fliA,b1922,+
fliA,b1923,+
fliA,b1924,+
fliA,b1925,+
fliA,b1926,+
fliA,b1937,+
fliA,b1938,+
fliA,b1939,+
fliA,b1940,+
fliA,b1941,+
fliA,b1942,+
fliA,b1943,+
fliA,b1944,+
fliA,b1945,+
fliA,b1946,+
fliA,b1947,+
fliA,b1948,+
fliA,b1949,+
fliA,b1950,+
fliA,b2737,+
fliA,b2822,+
fliA,b2823,+
fliA,b2825,+
fliA,b2826,+
fliA,b3072,+
fliA,b3525,+
fliA,b4083,+
fliA,b4109,+
fliA,b4110,+
fliA,b4355,+
fliZ,b1037,-
fliZ,b1038,-
fliZ,b1039,-
fliZ,b1040,-
fliZ,b1042,-
fliZ,b1285,-
fliZ,b1492,-
fliZ,b1493,-
fliZ,b1891,-
fliZ,b1892,-
fliZ,b2127,-
fliZ,b3508,-
fliZ,b3509,-
fliZ,b3510,-
fliZ,b3512,-
fliZ,b3513,-
fliZ,b3514,-
fliZ,b4376,-
fnr,b0002,+
fnr,b0003,+
fnr,b0004,+
fnr,b0034,+
fnr,b0036,+
fnr,b0037,+
fnr,b0038,+
fnr,b0039,+
fnr,b0040,+
fnr,b0041,+
fnr,b0042,+
fnr,b0043,+
fnr,b0112,+
fnr,b0113,+-
fnr,b0114,+-
fnr,b0115,+-
fnr,b0116,+-
fnr,b0167,+-
fnr,b0197,+
fnr,b0198,+
fnr,b0199,+
fnr,b0200,+-
fnr,b0217,+-
fnr,b0381,-
fnr,b0382,-
fnr,b0428,-
fnr,b0429,-
fnr,b0430,-
fnr,b0431,-
fnr,b0432,-
fnr,b0450,+-
fnr,b0451,+-
fnr,b0585,+
fnr,b0586,+
fnr,b0587,+
fnr,b0602,+
fnr,b0615,-
fnr,b0618,-
fnr,b0619,-
fnr,b0620,-
fnr,b0621,+
fnr,b0721,-
fnr,b0722,-
fnr,b0723,-
fnr,b0724,-
fnr,b0726,-
fnr,b0727,-
fnr,b0728,-
fnr,b0729,-
fnr,b0733,+-
fnr,b0734,+-
fnr,b0780,+-
fnr,b0781,+
fnr,b0782,+
fnr,b0783,+
fnr,b0784,+
fnr,b0785,+
fnr,b0814,-
fnr,b0820,+-
fnr,b0823,+-
fnr,b0824,+-
fnr,b0825,+-
fnr,b0826,-
fnr,b0827,-
fnr,b0835,+-
fnr,b0836,+
fnr,b0871,+
fnr,b0872,+
fnr,b0873,+
fnr,b0875,+-
fnr,b0876,+-
fnr,b0886,+-
fnr,b0887,+-
fnr,b0894,+
fnr,b0895,+
fnr,b0896,+
fnr,b0903,+-
fnr,b0904,+-
fnr,b0928,+-
fnr,b0933,+
fnr,b0934,+
fnr,b0935,+
fnr,b0936,+
fnr,b0937,+
fnr,b0945,+
fnr,b1101,+
fnr,b1109,-
fnr,b1123,+
fnr,b1124,+
fnr,b1125,+
fnr,b1126,+
fnr,b1127,+
fnr,b1182,+
fnr,b1198,+
fnr,b1199,+
fnr,b1200,+
fnr,b1201,+-
fnr,b1210,-
fnr,b1211,-
fnr,b1212,-
fnr,b1220,-
fnr,b1221,+-
fnr,b1222,+-
fnr,b1223,+-
fnr,b1224,+
fnr,b1225,+
fnr,b1226,+
fnr,b1227,+
fnr,b1241,+-
fnr,b1242,+-
fnr,b1254,+-
fnr,b1255,+-
fnr,b1256,+-
fnr,b1276,-
fnr,b1296,-
fnr,b1297,-
fnr,b1324,-
fnr,b1334,+-
fnr,b1343,+-
fnr,b1376,+
fnr,b1415,-
fnr,b1446,+-
fnr,b1473,+-
fnr,b1474,+-
fnr,b1475,+-
fnr,b1476,+-
fnr,b1521,+-
fnr,b1537,+
fnr,b1541,+
fnr,b1546,+-
fnr,b1549,+-
fnr,b1587,+
fnr,b1588,+
fnr,b1589,+
fnr,b1590,+
fnr,b1591,+
fnr,b1593,+
fnr,b1611,-
fnr,b1612,-
fnr,b1640,+-
fnr,b1641,+-
fnr,b1642,+-
fnr,b1643,+-
fnr,b1644,+-
fnr,b1645,+-
fnr,b1669,+
fnr,b1670,+
fnr,b1671,+
fnr,b1672,+
fnr,b1673,+
fnr,b1674,+
fnr,b1716,-
fnr,b1750,+-
fnr,b1751,+-
fnr,b1752,+-
fnr,b1753,+-
fnr,b1754,+-
fnr,b1755,+-
fnr,b1756,+-
fnr,b1757,+
fnr,b1761,+
fnr,b1778,+-
fnr,b1779,+
fnr,b1780,+
fnr,b1785,+-
fnr,b1852,-
fnr,b1854,+
fnr,b1881,+
fnr,b1882,+
fnr,b1883,+
fnr,b1884,+
fnr,b1885,+
fnr,b1886,+
fnr,b1904,+
fnr,b1906,+
fnr,b1907,+-
fnr,b1929,-
fnr,b1930,-
fnr,b1988,-
fnr,b2029,-
fnr,b2163,-
fnr,b2172,+-
fnr,b2194,+
fnr,b2195,+
fnr,b2196,+
fnr,b2197,+
fnr,b2199,+
fnr,b2200,+
fnr,b2201,+
fnr,b2202,+
fnr,b2203,+
fnr,b2204,+
fnr,b2205,+
fnr,b2206,+
fnr,b2207,+
fnr,b2208,+
fnr,b2233,+-
fnr,b2234,-
fnr,b2235,-
fnr,b2236,-
fnr,b2239,+
fnr,b2240,+
fnr,b2241,+
fnr,b2242,+
fnr,b2243,+
fnr,b2253,-
fnr,b2254,-
fnr,b2255,-
fnr,b2256,-
fnr,b2257,-
fnr,b2276,+-
fnr,b2277,+-
fnr,b2278,+-
fnr,b2279,+-
fnr,b2280,+-
fnr,b2281,+-
fnr,b2282,+-
fnr,b2283,+-
fnr,b2284,+-
fnr,b2285,+-
fnr,b2286,+-
fnr,b2287,+-
fnr,b2288,+-
fnr,b2295,+-
fnr,b2296,+
fnr,b2297,+
fnr,b2298,+-
fnr,b2343,+
fnr,b2344,+-
fnr,b2367,+
fnr,b2368,+
fnr,b2443,+-
fnr,b2449,+-
fnr,b2450,+-
fnr,b2482,-
fnr,b2484,-
fnr,b2486,-
fnr,b2487,-
fnr,b2489,-
fnr,b2491,-
fnr,b2492,-
fnr,b2497,+
fnr,b2498,+
fnr,b2499,+-
fnr,b2500,+-
fnr,b2503,+
fnr,b2507,+
fnr,b2508,+
fnr,b2509,+-
fnr,b2552,-
fnr,b2579,+-
fnr,b2580,+-
fnr,b2606,-
fnr,b2607,-
fnr,b2608,-
fnr,b2609,-
fnr,b2710,-
fnr,b2711,-
fnr,b2727,+
fnr,b2728,+
fnr,b2729,+
fnr,b2730,+
fnr,b2731,+
fnr,b2732,-
fnr,b2766,+-
fnr,b2768,+-
fnr,b2779,-
fnr,b2780,-
fnr,b2790,-
fnr,b2791,-
fnr,b2792,-
fnr,b2813,+-
fnr,b2866,+
fnr,b2867,+
fnr,b2868,+
fnr,b2903,+
fnr,b2904,+
fnr,b2905,+
fnr,b2937,+-
fnr,b2938,+-
fnr,b2939,+-
fnr,b2942,+
fnr,b2957,+
fnr,b2990,+
fnr,b2991,+
fnr,b2992,+
fnr,b2993,+
fnr,b2994,+
fnr,b2995,+
fnr,b2996,+
fnr,b2997,+
fnr,b2998,+
fnr,b3002,+-
fnr,b3003,-
fnr,b3009,+-
fnr,b3071,+
fnr,b3072,+
fnr,b3091,+-
fnr,b3092,+-
fnr,b3093,+-
fnr,b3113,+
fnr,b3114,+
fnr,b3115,+
fnr,b3116,+
fnr,b3117,+
fnr,b3118,+
fnr,b3124,+-
fnr,b3125,+-
fnr,b3126,+-
fnr,b3127,+-
fnr,b3128,+-
fnr,b3156,+
fnr,b3157,+
fnr,b3158,+
fnr,b3159,+
fnr,b3164,+
fnr,b3165,+
fnr,b3166,+
fnr,b3167,+
fnr,b3168,+
fnr,b3169,+
fnr,b3170,+
fnr,b3172,+-
fnr,b3175,+
fnr,b3185,+-
fnr,b3186,+-
fnr,b3187,+-
fnr,b3211,+-
fnr,b3212,+-
fnr,b3213,+-
fnr,b3214,+-
fnr,b3230,-
fnr,b3231,-
fnr,b3265,+
fnr,b3266,+
fnr,b3311,+
fnr,b3312,+
fnr,b3313,+
fnr,b3314,+
fnr,b3315,+
fnr,b3316,+
fnr,b3317,+
fnr,b3318,+
fnr,b3319,+
fnr,b3320,+
fnr,b3321,+
fnr,b3365,+
fnr,b3366,+
fnr,b3367,+
fnr,b3368,+
fnr,b3408,+
fnr,b3409,+
fnr,b3410,+
fnr,b3416,+
fnr,b3417,+
fnr,b3433,+-
fnr,b3434,+-
fnr,b3476,+
fnr,b3477,+
fnr,b3478,+
fnr,b3479,+
fnr,b3480,+
fnr,b3481,+
fnr,b3492,+-
fnr,b3493,+
fnr,b3494,-
fnr,b3495,+-
fnr,b3515,-
fnr,b3516,-
fnr,b3517,-
fnr,b3518,+
fnr,b3531,+
fnr,b3532,+
fnr,b3540,-
fnr,b3541,-
fnr,b3542,-
fnr,b3543,-
fnr,b3544,-
fnr,b3611,+
fnr,b3612,+
fnr,b3613,+
fnr,b3614,+
fnr,b3700,+
fnr,b3701,+
fnr,b3702,+
fnr,b3703,+
fnr,b3704,+
fnr,b3724,+
fnr,b3725,+
fnr,b3726,+
fnr,b3727,+
fnr,b3728,+
fnr,b3745,+
fnr,b3746,+
fnr,b3747,+-
fnr,b3830,-
fnr,b3908,-
fnr,b3942,+
fnr,b4039,-
fnr,b4040,-
fnr,b4062,-
fnr,b4063,-
fnr,b4067,+-
fnr,b4068,+-
fnr,b4069,+-
fnr,b4070,+
fnr,b4071,+
fnr,b4072,+
fnr,b4073,+
fnr,b4074,+
fnr,b4076,+
fnr,b4079,+
fnr,b4122,+
fnr,b4123,+
fnr,b4124,+
fnr,b4125,+
fnr,b4133,+
fnr,b4138,+
fnr,b4139,+
fnr,b4141,+-
fnr,b4142,-
fnr,b4143,-
fnr,b4151,+
fnr,b4152,+
fnr,b4153,+
fnr,b4154,+
fnr,b4177,+
fnr,b4209,-
fnr,b4237,+
fnr,b4238,+
fnr,b4326,+
fnr,b4348,+
fnr,b4349,+
fnr,b4350,+
fnr,b4351,+-
fnr,b4367,-
fnr,b4401,+-
fnr,b4471,+
fnr,b4511,+
fnr,b4544,-
fnr,b4567,+-
fucR,b2799,+
fucR,b2800,+
fucR,b2801,+
fucR,b2802,+
fucR,b2803,+
fucR,b2804,+
fucR,b2805,+
fur,b0116,+-
fur,b0150,-
fur,b0151,-
fur,b0152,-
fur,b0153,-
fur,b0167,-
fur,b0168,+-
fur,b0237,+-
fur,b0272,+
fur,b0273,+
fur,b0428,-
fur,b0429,-
fur,b0430,-
fur,b0431,-
fur,b0432,-
fur,b0450,+-
fur,b0451,+-
fur,b0468,-
fur,b0474,+
fur,b0583,-
fur,b0584,-
fur,b0585,-
fur,b0586,-
fur,b0587,-
fur,b0588,-
fur,b0589,-
fur,b0590,-
fur,b0591,+-
fur,b0592,-
fur,b0593,-
fur,b0594,-
fur,b0595,-
fur,b0596,-
fur,b0597,-
fur,b0675,+-
fur,b0676,+-
fur,b0677,+-
fur,b0678,+-
fur,b0683,-
fur,b0721,+
fur,b0722,+
fur,b0723,+
fur,b0724,+
fur,b0726,+
fur,b0727,+
fur,b0728,+
fur,b0729,+
fur,b0755,-
fur,b0804,-
fur,b0805,-
fur,b0928,+-
fur,b0929,+
fur,b1018,-
fur,b1019,-
fur,b1062,-
fur,b1102,-
fur,b1109,-
fur,b1164,+
fur,b1165,+
fur,b1166,+
fur,b1167,+
fur,b1243,-
fur,b1244,-
fur,b1245,-
fur,b1246,-
fur,b1247,-
fur,b1252,+-
fur,b1267,+
fur,b1276,+
fur,b1285,+-
fur,b1334,-
fur,b1452,-
fur,b1478,-
fur,b1495,-
fur,b1496,-
fur,b1546,-
fur,b1547,-
fur,b1548,-
fur,b1586,-
fur,b1611,-
fur,b1658,-
fur,b1679,-
fur,b1680,-
fur,b1681,-
fur,b1682,-
fur,b1683,-
fur,b1684,-
fur,b1705,-
fur,b1732,+
fur,b1761,+-
fur,b1821,+-
fur,b1852,-
fur,b1891,-
fur,b1892,-
fur,b1902,+
fur,b1905,+
fur,b1916,+-
fur,b1973,+
fur,b1988,-
fur,b2029,-
fur,b2106,-
fur,b2107,-
fur,b2155,-
fur,b2211,-
fur,b2392,-
fur,b2552,-
fur,b2579,-
fur,b2616,+-
fur,b2671,-
fur,b2673,-
fur,b2674,-
fur,b2675,-
fur,b2676,-
fur,b2741,-
fur,b2878,+-
fur,b2879,+-
fur,b2990,+
fur,b2991,+
fur,b2992,+
fur,b2993,+
fur,b2994,+
fur,b2995,+
fur,b2996,+
fur,b2997,+
fur,b3005,-
fur,b3006,-
fur,b3070,-
fur,b3105,+-
fur,b3124,-
fur,b3125,-
fur,b3126,-
fur,b3127,-
fur,b3207,+-
fur,b3212,-
fur,b3213,-
fur,b3214,-
fur,b3335,-
fur,b3405,+-
fur,b3408,-
fur,b3409,-
fur,b3410,-
fur,b3441,-
fur,b3459,+-
fur,b3673,+-
fur,b3832,+-
fur,b3891,+-
fur,b3908,+-
fur,b3918,+-
fur,b3928,+
fur,b3938,-
fur,b3942,+
fur,b4019,-
fur,b4045,+-
fur,b4062,-
fur,b4063,-
fur,b4122,+
fur,b4287,-
fur,b4288,-
fur,b4289,-
fur,b4290,-
fur,b4291,-
fur,b4292,-
fur,b4293,-
fur,b4298,+-
fur,b4299,+-
fur,b4322,+
fur,b4323,+
fur,b4342,+-
fur,b4367,-
fur,b4462,+-
fur,b4490_2,-
fur,b4511,-
fur,b4567,-
fur,b4582_1,-
fur,b4582_2,-
gadE,b0178,+
gadE,b0179,+
gadE,b0180,+
gadE,b0181,+
gadE,b0382,+-
gadE,b0428,+
gadE,b0429,+
gadE,b0430,+
gadE,b0431,+
gadE,b0432,+
gadE,b0621,+-
gadE,b0889,+
gadE,b1492,+
gadE,b1493,+
gadE,b1625,+-
gadE,b1923,+
gadE,b1951,+
gadE,b2029,+
gadE,b3212,+-
gadE,b3213,+-
gadE,b3214,+
gadE,b3491,+
gadE,b3508,+
gadE,b3509,+
gadE,b3510,+
gadE,b3511,+
gadE,b3512,+-
gadE,b3513,+
gadE,b3514,+
gadE,b3515,+
gadE,b3516,+
gadE,b3517,+
gadE,b3743,+-
gadE,b4056,+
gadE,b4057,+
gadE,b4177,+
gadE,b4377,+
gadE,b4403,+-
gadE;rcsB,b3491,+
gadE;rcsB,b3506,+
gadE;rcsB,b3507,+
gadE;rcsB,b3516,+
gadE;rcsB,b3517,+
gadE;rcsB,b3800,+
gadE;rcsB,b4115,+
gadE;rcsB,b4131,+
gadE;rcsB,b4132,+
gadW,b0485,+-
gadW,b0486,+-
gadW,b1492,+-
gadW,b1493,+-
gadW,b3506,+-
gadW,b3507,+-
gadW,b3508,+-
gadW,b3509,+-
gadW,b3510,+-
gadW,b3512,+-
gadW,b3513,+
gadW,b3514,+
gadW,b3515,+-
gadW,b3516,+-
gadW,b3517,+-
gadX,b0020,+-
gadX,b0439,+
gadX,b0450,+
gadX,b0451,+
gadX,b0485,+
gadX,b0486,+
gadX,b0674,+
gadX,b1237,+
gadX,b1333,+
gadX,b1492,+
gadX,b1493,+
gadX,b1498,-
gadX,b1580,+-
gadX,b1581,+-
gadX,b1583,-
gadX,b1584,-
gadX,b1597,-
gadX,b1634,-
gadX,b2233,+-
gadX,b2741,+
gadX,b2903,+-
gadX,b2904,+-
gadX,b2905,+-
gadX,b2942,+-
gadX,b3494,+-
