regulator,gene_id,effect
rpoD,b0934,+
rpoD,b0935,+
rpoD,b0936,+
rpoD,b0937,+
rpoD,b0945,+
rpoD,b0950,+
rpoD,b0951,+
rpoD,b0952,+
rpoD,b0954,+
rpoD,b0957,+
rpoD,b0958,+
rpoD,b0959,+
rpoD,b0970,+
rpoD,b0972,+
rpoD,b0973,+
rpoD,b0974,+
rpoD,b0975,+
rpoD,b0976,+
rpoD,b0977,+
rpoD,b0978,+
rpoD,b0979,+
rpoD,b0980,+
rpoD,b0987,+
rpoD,b0995,+
rpoD,b0996,+
rpoD,b0997,+
rpoD,b0998,+
rpoD,b0999,+
rpoD,b1000,+
rpoD,b1013,+
rpoD,b1014,+
rpoD,b1015,+
rpoD,b1020,+
rpoD,b1025,+
rpoD,b1036,+
rpoD,b1037,+
rpoD,b1038,+
rpoD,b1039,+
rpoD,b1040,+
rpoD,b1042,+
rpoD,b1048,+
rpoD,b1049,+
rpoD,b1056,+
rpoD,b1057,+
rpoD,b1060,+
rpoD,b1061,+
rpoD,b1062,+
rpoD,b1064,+
rpoD,b1070,+
rpoD,b1071,+
rpoD,b1072,+
rpoD,b1073,+
rpoD,b1074,+
rpoD,b1075,+
rpoD,b1076,+
rpoD,b1077,+
rpoD,b1078,+
rpoD,b1079,+
rpoD,b1080,+
rpoD,b1081,+
rpoD,b1084,+
rpoD,b1090,+
rpoD,b1091,+
rpoD,b1092,+
rpoD,b1093,+
rpoD,b1094,+
rpoD,b1095,+
rpoD,b1101,+
rpoD,b1109,+
rpoD,b1112,+
rpoD,b1113,+
rpoD,b1114,+
rpoD,b1131,+
rpoD,b1132,+
rpoD,b1136,+
rpoD,b1162,+
rpoD,b1163,+
rpoD,b1164,+
rpoD,b1165,+
rpoD,b1166,+
rpoD,b1167,+
rpoD,b1183,+
rpoD,b1184,+
rpoD,b1187,+
rpoD,b1189,+
rpoD,b1190,+
rpoD,b1203,+
rpoD,b1204,+
rpoD,b1205,+
rpoD,b1207,+
rpoD,b1210,+
rpoD,b1211,+
rpoD,b1212,+
rpoD,b1213,+
rpoD,b1214,+
rpoD,b1215,+
rpoD,b1220,+
rpoD,b1221,+
rpoD,b1222,+
rpoD,b1223,+
rpoD,b1224,+
rpoD,b1225,+
rpoD,b1226,+
rpoD,b1227,+
rpoD,b1237,+
rpoD,b1241,+
rpoD,b1252,+
rpoD,b1254,+
rpoD,b1255,+
rpoD,b1257,+
rpoD,b1260,+
rpoD,b1261,+
rpoD,b1262,+
rpoD,b1263,+
rpoD,b1264,+
rpoD,b1272,+
rpoD,b1274,+
rpoD,b1275,+
rpoD,b1276,+
rpoD,b1277,+
rpoD,b1278,+
rpoD,b1279,+
rpoD,b1280,+
rpoD,b1281,+
rpoD,b1282,+
rpoD,b1283,+
rpoD,b1286,+
rpoD,b1287,+
rpoD,b1303,+
rpoD,b1323,+
rpoD,b1324,+
rpoD,b1334,+
rpoD,b1377,+
rpoD,b1379,+
rpoD,b1384,+
rpoD,b1385,+
rpoD,b1386,+
rpoD,b1388,+
rpoD,b1389,+
rpoD,b1390,+
rpoD,b1391,+
rpoD,b1392,+
rpoD,b1393,+
rpoD,b1394,+
rpoD,b1395,+
rpoD,b1397,+
rpoD,b1398,+
rpoD,b1399,+
rpoD,b1400,+
rpoD,b1412,+
rpoD,b1415,+
rpoD,b1434,+
rpoD,b1438,+
rpoD,b1469,+
rpoD,b1474,+
rpoD,b1475,+
rpoD,b1476,+
rpoD,b1482,+
rpoD,b1492,+
rpoD,b1493,+
rpoD,b1497,+
rpoD,b1498,+
rpoD,b1499,+
rpoD,b1501,+
rpoD,b1507,+
rpoD,b1508,+
rpoD,b1511,+
rpoD,b1512,+
rpoD,b1521,+
rpoD,b1530,+
rpoD,b1531,+
rpoD,b1535,+
rpoD,b1536,+
rpoD,b1537,+
rpoD,b1546,+
rpoD,b1547,+
rpoD,b1548,+
rpoD,b1562,+
rpoD,b1563,+
rpoD,b1564,+
rpoD,b1579,+
rpoD,b1587,+
rpoD,b1588,+
rpoD,b1589,+
rpoD,b1590,+
rpoD,b1591,+
rpoD,b1593,+
rpoD,b1594,+
rpoD,b1597,+
rpoD,b1599,+
rpoD,b1600,+
rpoD,b1602,+
rpoD,b1603,+
rpoD,b1611,+
rpoD,b1612,+
rpoD,b1613,+
rpoD,b1618,+
rpoD,b1620,+
rpoD,b1621,+
rpoD,b1622,+
rpoD,b1623,+
rpoD,b1634,+
rpoD,b1649,+
rpoD,b1650,+
rpoD,b1651,+
rpoD,b1654,+
rpoD,b1655,+
rpoD,b1656,+
rpoD,b1658,+
rpoD,b1661,+
rpoD,b1676,+
rpoD,b1679,+
rpoD,b1680,+
rpoD,b1681,+
rpoD,b1682,+
rpoD,b1683,+
rpoD,b1684,+
rpoD,b1702,+
rpoD,b1704,+
rpoD,b1716,+
rpoD,b1717,+
rpoD,b1718,+
rpoD,b1728,+
rpoD,b1731,+
rpoD,b1739,+
rpoD,b1740,+
rpoD,b1741,+
rpoD,b1743,+
rpoD,b1744,+
rpoD,b1745,+
rpoD,b1746,+
rpoD,b1747,+
rpoD,b1748,+
rpoD,b1761,+
rpoD,b1778,+
rpoD,b1779,+
rpoD,b1781,+
rpoD,b1796,+
rpoD,b1797,+
rpoD,b1804,+
rpoD,b1805,+
rpoD,b1816,+
rpoD,b1817,+
rpoD,b1818,+
rpoD,b1819,+
rpoD,b1821,+
rpoD,b1823,+
rpoD,b1824,+
rpoD,b1846,+
rpoD,b1848,+
rpoD,b1850,+
rpoD,b1851,+
rpoD,b1852,+
rpoD,b1854,+
rpoD,b1858,+
rpoD,b1859,+
rpoD,b1863,+
rpoD,b1864,+
rpoD,b1865,+
rpoD,b1876,+
rpoD,b1878,+
rpoD,b1879,+
rpoD,b1880,+
rpoD,b1891,+
rpoD,b1892,+
rpoD,b1900,+
rpoD,b1901,+
rpoD,b1902,+
rpoD,b1905,+
rpoD,b1907,+
rpoD,b1913,+
rpoD,b1914,+
rpoD,b1916,+
rpoD,b1920,+
rpoD,b1921,+
rpoD,b1922,+
rpoD,b1924,+
rpoD,b1925,+
rpoD,b1926,+
rpoD,b1927,+
rpoD,b1937,+
rpoD,b1938,+
rpoD,b1939,+
rpoD,b1940,+
rpoD,b1941,+
rpoD,b1942,+
rpoD,b1943,+
rpoD,b1944,+
rpoD,b1945,+
rpoD,b1946,+
rpoD,b1947,+
rpoD,b1948,+
rpoD,b1949,+
rpoD,b1950,+
rpoD,b1951,+
rpoD,b1967,+
rpoD,b1970,+
rpoD,b1973,+
rpoD,b1981,+
rpoD,b1987,+
rpoD,b1991,+
rpoD,b1992,+
rpoD,b1993,+
rpoD,b2000,+
rpoD,b2017,+
rpoD,b2022,+
rpoD,b2023,+
rpoD,b2024,+
rpoD,b2025,+
rpoD,b2026,+
rpoD,b2029,+
rpoD,b2058,+
rpoD,b2059,+
rpoD,b2060,+
rpoD,b2061,+
rpoD,b2062,+
rpoD,b2068,+
rpoD,b2085,+
rpoD,b2091,+
rpoD,b2092_1,+
rpoD,b2092_2,+
rpoD,b2093,+
rpoD,b2094,+
rpoD,b2095,+
rpoD,b2096,+
rpoD,b2105,+
rpoD,b2106,+
rpoD,b2107,+
rpoD,b2113,+
rpoD,b2114,+
rpoD,b2127,+
rpoD,b2132,+
rpoD,b2143,+
rpoD,b2146,+
rpoD,b2147,+
rpoD,b2148,+
rpoD,b2149,+
rpoD,b2150,+
rpoD,b2151,+
rpoD,b2152,+
rpoD,b2153,+
rpoD,b2155,+
rpoD,b2156,+
rpoD,b2159,+
rpoD,b2162,+
rpoD,b2167,+
rpoD,b2168,+
rpoD,b2169,+
rpoD,b2185,+
rpoD,b2194,+
rpoD,b2195,+
rpoD,b2196,+
rpoD,b2197,+
rpoD,b2199,+
rpoD,b2200,+
rpoD,b2201,+
rpoD,b2202,+
rpoD,b2203,+
rpoD,b2204,+
rpoD,b2205,+
rpoD,b2206,+
rpoD,b2207,+
rpoD,b2208,+
rpoD,b2211,+
rpoD,b2212,+
rpoD,b2213,+
rpoD,b2215,+
rpoD,b2216,+
rpoD,b2217,+
rpoD,b2231,+
rpoD,b2232,+
rpoD,b2234,+
rpoD,b2235,+
rpoD,b2236,+
rpoD,b2237,+
rpoD,b2239,+
rpoD,b2240,+
rpoD,b2241,+
rpoD,b2242,+
rpoD,b2243,+
rpoD,b2276,+
rpoD,b2277,+
rpoD,b2278,+
rpoD,b2279,+
rpoD,b2280,+
rpoD,b2281,+
rpoD,b2282,+
rpoD,b2283,+
rpoD,b2284,+
rpoD,b2285,+
rpoD,b2286,+
rpoD,b2287,+
rpoD,b2288,+
rpoD,b2306,+
rpoD,b2307,+
rpoD,b2308,+
rpoD,b2309,+
rpoD,b2311,+
rpoD,b2312,+
rpoD,b2313,+
rpoD,b2316,+
rpoD,b2323,+
rpoD,b2340,+
rpoD,b2341,+
rpoD,b2342,+
rpoD,b2349,+
rpoD,b2364,+
rpoD,b2365,+
rpoD,b2366,+
rpoD,b2369,+
rpoD,b2370,+
rpoD,b2371,+
rpoD,b2372,+
rpoD,b2373,+
rpoD,b2374,+
rpoD,b2375,+
rpoD,b2379,+
rpoD,b2388,+
rpoD,b2392,+
rpoD,b2393,+
rpoD,b2400,+
rpoD,b2405,+
rpoD,b2406,+
rpoD,b2414,+
rpoD,b2415,+
rpoD,b2416,+
rpoD,b2417,+
rpoD,b2421,+
rpoD,b2422,+
rpoD,b2423,+
rpoD,b2424,+
rpoD,b2425,+
rpoD,b2427,+
rpoD,b2428,+
rpoD,b2429,+
rpoD,b2435,+
rpoD,b2436,+
rpoD,b2470,+
rpoD,b2471,+
rpoD,b2472,+
rpoD,b2476,+
rpoD,b2477,+
rpoD,b2478,+
rpoD,b2479,+
rpoD,b2480,+
rpoD,b2497,+
rpoD,b2498,+
rpoD,b2499,+
rpoD,b2500,+
rpoD,b2507,+
rpoD,b2508,+
rpoD,b2509,+
rpoD,b2514,+
rpoD,b2524,+
rpoD,b2525,+
rpoD,b2526,+
rpoD,b2527,+
rpoD,b2528,+
rpoD,b2529,+
rpoD,b2530,+
rpoD,b2531,+
rpoD,b2535,+
rpoD,b2551,+
rpoD,b2553,+
rpoD,b2556,+
rpoD,b2557,+
rpoD,b2558,+
rpoD,b2563,+
rpoD,b2564,+
rpoD,b2565,+
rpoD,b2566,+
rpoD,b2567,+
rpoD,b2570,+
rpoD,b2571,+
rpoD,b2572,+
rpoD,b2573,+
rpoD,b2574,+
rpoD,b2579,+
rpoD,b2582,+
rpoD,b2584,+
rpoD,b2592,+
rpoD,b2599,+
rpoD,b2600,+
rpoD,b2601,+
rpoD,b2603,+
rpoD,b2604,+
rpoD,b2605,+
rpoD,b2606,+
rpoD,b2607,+
rpoD,b2608,+
rpoD,b2609,+
rpoD,b2616,+
rpoD,b2630,+
rpoD,b2631,+
rpoD,b2661,+
rpoD,b2662,+
rpoD,b2663,+
rpoD,b2669,+
rpoD,b2670,+
rpoD,b2673,+
rpoD,b2674,+
rpoD,b2675,+
rpoD,b2676,+
rpoD,b2677,+
rpoD,b2678,+
rpoD,b2679,+
rpoD,b2684,+
rpoD,b2685,+
rpoD,b2686,+
rpoD,b2696,+
rpoD,b2698,+
rpoD,b2699,+
rpoD,b2702,+
rpoD,b2703,+
rpoD,b2704,+
rpoD,b2705,+
rpoD,b2706,+
rpoD,b2707,+
rpoD,b2708,+
rpoD,b2712,+
rpoD,b2715,+
rpoD,b2716,+
rpoD,b2741,+
rpoD,b2742,+
rpoD,b2743,+
rpoD,b2744,+
rpoD,b2750,+
rpoD,b2751,+
rpoD,b2752,+
rpoD,b2754,+
rpoD,b2755,+
rpoD,b2756,+
rpoD,b2757,+
rpoD,b2758,+
rpoD,b2760,+
rpoD,b2762,+
rpoD,b2763,+
rpoD,b2764,+
rpoD,b2779,+
rpoD,b2782,+
rpoD,b2783,+
rpoD,b2784,+
rpoD,b2799,+
rpoD,b2800,+
rpoD,b2801,+
rpoD,b2802,+
rpoD,b2803,+
rpoD,b2804,+
rpoD,b2805,+
rpoD,b2808,+
rpoD,b2818,+
rpoD,b2819,+
rpoD,b2820,+
rpoD,b2821,+
rpoD,b2822,+
rpoD,b2827,+
rpoD,b2828,+
rpoD,b2837,+
rpoD,b2838,+
rpoD,b2839,+
rpoD,b2840,+
rpoD,b2841,+
rpoD,b2852,+
rpoD,b2879,+
rpoD,b2892,+
rpoD,b2893,+
rpoD,b2894,+
rpoD,b2895,+
rpoD,b2903,+
rpoD,b2904,+
rpoD,b2905,+
rpoD,b2906,+
rpoD,b2907,+
rpoD,b2908,+
rpoD,b2909,+
rpoD,b2912,+
rpoD,b2913,+
rpoD,b2923,+
rpoD,b2925,+
rpoD,b2926,+
rpoD,b2927,+
rpoD,b2936,+
rpoD,b2937,+
rpoD,b2938,+
rpoD,b2942,+
rpoD,b2943,+
rpoD,b2957,+
rpoD,b2964,+
rpoD,b2975,+
rpoD,b2976,+
rpoD,b2977,+
rpoD,b2979,+
rpoD,b2980,+
rpoD,b2987,+
rpoD,b2990,+
rpoD,b2991,+
rpoD,b2992,+
rpoD,b2993,+
rpoD,b2994,+
rpoD,b2995,+
rpoD,b2996,+
rpoD,b2997,+
rpoD,b3005,+
rpoD,b3006,+
rpoD,b3008,+
rpoD,b3011,+
rpoD,b3012,+
rpoD,b3021,+
rpoD,b3022,+
rpoD,b3025,+
rpoD,b3026,+
rpoD,b3061,+
rpoD,b3062,+
rpoD,b3063,+
rpoD,b3065,+
rpoD,b3066,+
rpoD,b3067,+
rpoD,b3070,+
rpoD,b3076,+
rpoD,b3082,+
rpoD,b3083,+
rpoD,b3091,+
rpoD,b3092,+
rpoD,b3094,+
rpoD,b3095,+
rpoD,b3096,+
rpoD,b3124,+
rpoD,b3125,+
rpoD,b3126,+
rpoD,b3127,+
rpoD,b3129,+
rpoD,b3130,+
rpoD,b3131,+
rpoD,b3132,+
rpoD,b3133,+
rpoD,b3134,+
rpoD,b3135,+
rpoD,b3136,+
rpoD,b3139,+
rpoD,b3140,+
rpoD,b3161,+
rpoD,b3162,+
rpoD,b3164,+
rpoD,b3165,+
rpoD,b3166,+
rpoD,b3167,+
rpoD,b3168,+
rpoD,b3169,+
rpoD,b3170,+
rpoD,b3172,+
rpoD,b3175,+
rpoD,b3178,+
rpoD,b3179,+
rpoD,b3181,+
rpoD,b3183,+
rpoD,b3184,+
rpoD,b3185,+
rpoD,b3186,+
rpoD,b3196,+
rpoD,b3197,+
rpoD,b3198,+
rpoD,b3199,+
rpoD,b3200,+
rpoD,b3201,+
rpoD,b3202,+
rpoD,b3203,+
rpoD,b3204,+
rpoD,b3205,+
rpoD,b3206,+
rpoD,b3212,+
rpoD,b3213,+
rpoD,b3214,+
rpoD,b3221,+
rpoD,b3222,+
rpoD,b3223,+
rpoD,b3224,+
rpoD,b3225,+
rpoD,b3227,+
rpoD,b3230,+
rpoD,b3231,+
rpoD,b3234,+
rpoD,b3235,+
rpoD,b3236,+
rpoD,b3237,+
rpoD,b3249,+
rpoD,b3250,+
rpoD,b3251,+
rpoD,b3255,+
rpoD,b3256,+
rpoD,b3258,+
rpoD,b3259,+
rpoD,b3260,+
rpoD,b3261,+
rpoD,b3265,+
rpoD,b3266,+
rpoD,b3287,+
rpoD,b3288,+
rpoD,b3294,+
rpoD,b3295,+
rpoD,b3296,+
rpoD,b3297,+
rpoD,b3298,+
rpoD,b3311,+
rpoD,b3312,+
rpoD,b3313,+
rpoD,b3314,+
rpoD,b3315,+
rpoD,b3316,+
rpoD,b3317,+
rpoD,b3318,+
rpoD,b3319,+
rpoD,b3320,+
rpoD,b3321,+
rpoD,b3322,+
rpoD,b3323,+
rpoD,b3324,+
rpoD,b3325,+
rpoD,b3326,+
rpoD,b3327,+
rpoD,b3328,+
rpoD,b3332,+
rpoD,b3333,+
rpoD,b3335,+
rpoD,b3338,+
rpoD,b3339,+
rpoD,b3356,+
rpoD,b3357,+
rpoD,b3359,+
rpoD,b3360,+
rpoD,b3363,+
rpoD,b3365,+
rpoD,b3366,+
rpoD,b3367,+
rpoD,b3368,+
rpoD,b3384,+
rpoD,b3385,+
rpoD,b3386,+
rpoD,b3387,+
rpoD,b3388,+
rpoD,b3389,+
rpoD,b3390,+
rpoD,b3403,+
rpoD,b3404,+
rpoD,b3405,+
rpoD,b3408,+
rpoD,b3409,+
rpoD,b3410,+
rpoD,b3413,+
rpoD,b3414,+
rpoD,b3415,+
rpoD,b3416,+
rpoD,b3417,+
rpoD,b3418,+
rpoD,b3426,+
rpoD,b3428,+
rpoD,b3429,+
rpoD,b3430,+
rpoD,b3431,+
rpoD,b3432,+
rpoD,b3437,+
rpoD,b3438,+
rpoD,b3441,+
rpoD,b3449,+
rpoD,b3450,+
rpoD,b3451,+
rpoD,b3452,+
rpoD,b3453,+
rpoD,b3454,+
rpoD,b3455,+
rpoD,b3456,+
rpoD,b3457,+
rpoD,b3458,+
rpoD,b3460,+
rpoD,b3461,+
rpoD,b3469,+
rpoD,b3495,+
rpoD,b3500,+
rpoD,b3501,+
rpoD,b3502,+
rpoD,b3503,+
rpoD,b3506,+
rpoD,b3507,+
rpoD,b3508,+
rpoD,b3509,+
rpoD,b3510,+
rpoD,b3511,+
rpoD,b3512,+
rpoD,b3513,+
rpoD,b3514,+
rpoD,b3516,+
rpoD,b3517,+
rpoD,b3518,+
rpoD,b3528,+
rpoD,b3531,+
rpoD,b3532,+
rpoD,b3535,+
rpoD,b3536,+
rpoD,b3538,+
rpoD,b3540,+
rpoD,b3541,+
rpoD,b3542,+
rpoD,b3543,+
rpoD,b3544,+
rpoD,b3546,+
rpoD,b3547,+
rpoD,b3556,+
rpoD,b3559,+
rpoD,b3560,+
rpoD,b3571,+
rpoD,b3574,+
rpoD,b3575,+
rpoD,b3576,+
rpoD,b3577,+
rpoD,b3578,+
rpoD,b3579,+
rpoD,b3580,+
rpoD,b3581,+
rpoD,b3582,+
rpoD,b3583,+
rpoD,b3599,+
rpoD,b3600,+
rpoD,b3601,+
rpoD,b3603,+
rpoD,b3604,+
rpoD,b3605,+
rpoD,b3608,+
rpoD,b3609,+
rpoD,b3610,+
rpoD,b3611,+
rpoD,b3615,+
rpoD,b3616,+
rpoD,b3617,+
rpoD,b3619,+
rpoD,b3620,+
rpoD,b3621,+
rpoD,b3622,+
rpoD,b3623,+
rpoD,b3624,+
rpoD,b3625,+
rpoD,b3626,+
rpoD,b3627,+
rpoD,b3628,+
rpoD,b3629,+
rpoD,b3630,+
rpoD,b3631,+
rpoD,b3632,+
rpoD,b3633,+
rpoD,b3634,+
rpoD,b3640,+
rpoD,b3641,+
rpoD,b3648,+
rpoD,b3649,+
rpoD,b3650,+
rpoD,b3651,+
rpoD,b3652,+
rpoD,b3665,+
rpoD,b3666,+
rpoD,b3670,+
rpoD,b3671,+
rpoD,b3672,+
rpoD,b3699,+
rpoD,b3700,+
rpoD,b3701,+
rpoD,b3702,+
rpoD,b3708,+
rpoD,b3709,+
rpoD,b3724,+
rpoD,b3725,+
rpoD,b3726,+
rpoD,b3727,+
rpoD,b3728,+
rpoD,b3729,+
rpoD,b3730,+
rpoD,b3731,+
rpoD,b3732,+
rpoD,b3733,+
rpoD,b3734,+
rpoD,b3735,+
rpoD,b3736,+
rpoD,b3737,+
rpoD,b3738,+
rpoD,b3739,+
rpoD,b3740,+
rpoD,b3741,+
rpoD,b3742,+
rpoD,b3743,+
rpoD,b3744,+
rpoD,b3748,+
rpoD,b3749,+
rpoD,b3750,+
rpoD,b3751,+
rpoD,b3752,+
rpoD,b3753,+
rpoD,b3766,+
rpoD,b3769,+
rpoD,b3770,+
rpoD,b3771,+
rpoD,b3772,+
rpoD,b3773,+
rpoD,b3774,+
rpoD,b3778,+
rpoD,b3781,+
rpoD,b3784,+
rpoD,b3785,+
rpoD,b3786,+
rpoD,b3787,+
rpoD,b3788,+
rpoD,b3789,+
rpoD,b3790,+
rpoD,b3791,+
rpoD,b3792,+
rpoD,b3793,+
rpoD,b3794,+
rpoD,b3806,+
rpoD,b3809,+
rpoD,b3810,+
rpoD,b3811,+
rpoD,b3812,+
rpoD,b3813,+
rpoD,b3816,+
rpoD,b3821,+
rpoD,b3822,+
rpoD,b3830,+
rpoD,b3831,+
rpoD,b3836,+
rpoD,b3838,+
rpoD,b3839,+
rpoD,b3845,+
rpoD,b3846,+
rpoD,b3859,+
rpoD,b3860,+
rpoD,b3866,+
rpoD,b3867,+
rpoD,b3868,+
rpoD,b3869,+
rpoD,b3870,+
rpoD,b3902,+
rpoD,b3903,+
rpoD,b3904,+
rpoD,b3905,+
rpoD,b3906,+
rpoD,b3907,+
rpoD,b3908,+
rpoD,b3911,+
rpoD,b3912,+
rpoD,b3916,+
rpoD,b3919,+
rpoD,b3924,+
rpoD,b3925,+
rpoD,b3926,+
rpoD,b3927,+
rpoD,b3929,+
rpoD,b3930,+
rpoD,b3934,+
rpoD,b3938,+
rpoD,b3939,+
rpoD,b3940,+
rpoD,b3941,+
rpoD,b3942,+
rpoD,b3957,+
rpoD,b3958,+
rpoD,b3959,+
rpoD,b3960,+
rpoD,b3961,+
rpoD,b3966,+
rpoD,b3967,+
rpoD,b3980,+
rpoD,b3995,+
rpoD,b4005,+
rpoD,b4006,+
rpoD,b4013,+
rpoD,b4014,+
rpoD,b4015,+
rpoD,b4016,+
rpoD,b4019,+
rpoD,b4024,+
rpoD,b4025,+
rpoD,b4026,+
rpoD,b4027,+
rpoD,b4028,+
rpoD,b4029,+
rpoD,b4030,+
rpoD,b4032,+
rpoD,b4033,+
rpoD,b4034,+
rpoD,b4035,+
rpoD,b4036,+
rpoD,b4037,+
rpoD,b4039,+
rpoD,b4040,+
rpoD,b4043,+
rpoD,b4044,+
rpoD,b4054,+
rpoD,b4058,+
rpoD,b4059,+
rpoD,b4062,+
rpoD,b4063,+
rpoD,b4067,+
rpoD,b4068,+
rpoD,b4069,+
rpoD,b4070,+
rpoD,b4071,+
rpoD,b4072,+
rpoD,b4073,+
rpoD,b4074,+
rpoD,b4076,+
rpoD,b4085,+
rpoD,b4086,+
rpoD,b4087,+
rpoD,b4088,+
rpoD,b4089,+
rpoD,b4090,+
rpoD,b4092,+
rpoD,b4093,+
rpoD,b4094,+
rpoD,b4095,+
rpoD,b4096,+
rpoD,b4098,+
rpoD,b4099,+
rpoD,b4102,+
rpoD,b4105,+
rpoD,b4106,+
rpoD,b4111,+
rpoD,b4117,+
rpoD,b4118,+
rpoD,b4119,+
rpoD,b4120,+
rpoD,b4122,+
rpoD,b4123,+
rpoD,b4124,+
rpoD,b4125,+
rpoD,b4129,+
rpoD,b4131,+
rpoD,b4132,+
rpoD,b4133,+
rpoD,b4137,+
rpoD,b4138,+
rpoD,b4139,+
rpoD,b4142,+
rpoD,b4143,+
rpoD,b4147,+
rpoD,b4150,+
rpoD,b4151,+
rpoD,b4152,+
rpoD,b4153,+
rpoD,b4154,+
rpoD,b4167,+
rpoD,b4168,+
rpoD,b4169,+
rpoD,b4170,+
rpoD,b4171,+
rpoD,b4172,+
rpoD,b4173,+
rpoD,b4174,+
rpoD,b4175,+
rpoD,b4177,+
rpoD,b4187,+
rpoD,b4193,+
rpoD,b4195,+
rpoD,b4196,+
rpoD,b4197,+
rpoD,b4198,+
rpoD,b4200,+
rpoD,b4201,+
rpoD,b4202,+
rpoD,b4203,+
rpoD,b4213,+
rpoD,b4224,+
rpoD,b4225,+
rpoD,b4233,+
rpoD,b4237,+
rpoD,b4238,+
rpoD,b4239,+
rpoD,b4240,+
rpoD,b4241,+
rpoD,b4242,+
rpoD,b4249,+
rpoD,b4254,+
rpoD,b4255,+
rpoD,b4258,+
rpoD,b4260,+
rpoD,b4264,+
rpoD,b4268,+
rpoD,b4292,+
rpoD,b4293,+
rpoD,b4312,+
rpoD,b4313,+
rpoD,b4314,+
rpoD,b4315,+
rpoD,b4316,+
rpoD,b4317,+
rpoD,b4318,+
rpoD,b4319,+
rpoD,b4320,+
rpoD,b4321,+
rpoD,b4322,+
rpoD,b4323,+
rpoD,b4324,+
rpoD,b4326,+
rpoD,b4355,+
rpoD,b4366,+
rpoD,b4367,+
rpoD,b4376,+
rpoD,b4381,+
rpoD,b4382,+
rpoD,b4383,+
rpoD,b4384,+
rpoD,b4393,+
rpoD,b4397,+
rpoD,b4398,+
rpoD,b4399,+
rpoD,b4400,+
rpoD,b4401,+
rpoD,b4460,+
rpoD,b4467,+
rpoD,b4468,+
rpoD,b4476,+
rpoD,b4481,+
rpoD,b4483,+
rpoD,b4484,+
rpoD,b4488_1,+
rpoD,b4488_2,+
rpoD,b4490_2,+
rpoD,b4506,+
rpoD,b4511,+
rpoD,b4522,+
rpoD,b4523,+
rpoD,b4539,+
rpoD,b4547,+
rpoD,b4550,+
rpoD,b4558,+
rpoD,b4567,+
rpoD,b4662,+
rpoD,b4705,+
rpoE,b0049,+
rpoE,b0050,+
rpoE,b0051,+
rpoE,b0052,+
rpoE,b0053,+
rpoE,b0054,+
rpoE,b0161,+
rpoE,b0176,+
rpoE,b0177,+
rpoE,b0178,+
rpoE,b0179,+
rpoE,b0180,+
rpoE,b0181,+
rpoE,b0182,+
rpoE,b0183,+
rpoE,b0184,+
rpoE,b0294,+
rpoE,b0304,+
rpoE,b0377,+
rpoE,b0378,+
rpoE,b0438,+
rpoE,b0439,+
rpoE,b0443,+
rpoE,b0471,+
rpoE,b0472,+
rpoE,b0555,+
rpoE,b0606,+
rpoE,b0872,+
rpoE,b0873,+
rpoE,b1013,+
rpoE,b1048,+
rpoE,b1049,+
rpoE,b1112,+
rpoE,b1129,+
rpoE,b1465,+
rpoE,b1466,+
rpoE,b1643,+
rpoE,b1644,+
rpoE,b1645,+
rpoE,b1653,+
rpoE,b1707,+
rpoE,b1806,+
rpoE,b1810,+
rpoE,b1902,+
rpoE,b2060,+
rpoE,b2061,+
rpoE,b2062,+
rpoE,b2340,+
rpoE,b2378,+
rpoE,b2419,+
rpoE,b2420,+
rpoE,b2431,+
rpoE,b2432,+
rpoE,b2477,+
rpoE,b2494,+
rpoE,b2495,+
rpoE,b2511,+
rpoE,b2512,+
rpoE,b2570,+
rpoE,b2571,+
rpoE,b2572,+
rpoE,b2573,+
rpoE,b2595,+
rpoE,b2617,+
rpoE,b2631,+
rpoE,b2891_2,+
rpoE,b2892,+
rpoE,b2893,+
rpoE,b2958,+
rpoE,b2970,+
rpoE,b3055,+
rpoE,b3056,+
rpoE,b3057,+
rpoE,b3067,+
rpoE,b3095,+
rpoE,b3096,+
rpoE,b3150,+
rpoE,b3181,+
rpoE,b3190,+
rpoE,b3200,+
rpoE,b3201,+
rpoE,b3202,+
rpoE,b3203,+
rpoE,b3204,+
rpoE,b3205,+
rpoE,b3322,+
rpoE,b3323,+
rpoE,b3339,+
rpoE,b3340,+
rpoE,b3347,+
rpoE,b3416,+
rpoE,b3461,+
rpoE,b3527,+
rpoE,b3546,+
rpoE,b3558,+
rpoE,b3575,+
rpoE,b3576,+
rpoE,b3577,+
rpoE,b3578,+
rpoE,b3579,+
rpoE,b3580,+
rpoE,b3581,+
rpoE,b3582,+
rpoE,b3583,+
rpoE,b3619,+
rpoE,b3620,+
rpoE,b3621,+
rpoE,b3622,+
rpoE,b3656,+
rpoE,b3657,+
rpoE,b3688,+
rpoE,b3712,+
rpoE,b3713,+
rpoE,b3922,+
rpoE,b3923,+
rpoE,b4041,+
rpoE,b4159,+
rpoE,b4160,+
rpoE,b4216,+
rpoE,b4357,+
rpoH,b0014,+
rpoH,b0015,+
rpoH,b0026,+
rpoH,b0027,+
rpoH,b0028,+
rpoH,b0029,+
rpoH,b0059,+
rpoH,b0080,+
rpoH,b0126,+
rpoH,b0209,+
rpoH,b0210,+
rpoH,b0353,+
rpoH,b0415,+
rpoH,b0416,+
rpoH,b0417,+
rpoH,b0418,+
